,name,time,tweet
305,WEB_INSPECT📲💻📡🌎,2023-01-06 06:17:04+00:00,"Need a hacker to do the job?
Lost your account and need a recovery but don't know how?
Inbox now for help and guide… https://t.co/uAIEKhlzHY"
306,Jerric Hack,2023-01-06 06:16:57+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/3zmK5Cg78I"
307,ThreatMon,2023-01-06 06:16:55+00:00,"According to the #Darkweb #Forum and Ransomware activity detected by the ThreatMon Threat Intelligence team, a thre… https://t.co/ssdc6KVOKF"
308,WEB_INSPECT📲💻📡🌎,2023-01-06 06:16:54+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/cHRvLseq64"
309,Jerric Hack,2023-01-06 06:15:51+00:00,"Do you have a dedicated hacking job?
 DM and ask for my services.
 #hacked #icloud #facebookdown #imessage… https://t.co/7Lxo87Thk4"
310,Sam Nato,2023-01-06 06:15:46+00:00,"There was a time I trusted AVG Antivirus 🤦🏾‍♂️

Anyways, Windows defender and Malwarebyte are the best options agai… https://t.co/7hHDF97K5E"
311,Kenya CyberSecurity & Forensics Association: KCSFA,2023-01-06 06:14:14+00:00,"Top Cyber Threats in 2023 in Kenya. Prepare accordingly:

1. Malicious insider threats
2. Cloud breaches
3. Human e… https://t.co/097hYKRWji"
312,•hack360•,2023-01-06 06:12:44+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/bO9Y82kBwR"
313,Jerric Hack,2023-01-06 06:12:42+00:00,"Hacking is a lot easier when you connect with the right hacker.
 Get All Your Hacking Services Inbox Now
 I'm alway… https://t.co/9a6Xgd95hT"
314,Calgary Herald,2023-01-06 06:11:57+00:00,Hospital for Sick Children in Toronto says most systems back after ransomware attack https://t.co/VLVJGmiUxR
315,Crypto News Updates,2023-01-06 06:11:17+00:00,BREAKING: Hackers demand Bitcoin from Romanian hospital hit by a ransomware attack
316,Ahmad Batebi,2023-01-06 06:11:15+00:00,Hospital for Sick Children in Toronto says most systems back after ransomware attack - Toronto |… https://t.co/zjEXQWiHwj
317,PCrisk,2023-01-06 06:09:43+00:00,G-Stars Ransomware; Extension: .G-Stars (filenames are also appended with victim's ID); Ransom note: WE CAN RECOVER… https://t.co/uFg7kaGLK4
318,BOOTSTRAP PARADOX,2023-01-06 06:09:14+00:00,"Hello👇
Offering the best recovery services.
All social media accounts hacking, Infiltration, and recovery… https://t.co/uuUAFs4mTQ"
319,Mrs. Y.,2023-01-06 06:08:14+00:00,SCMagazine: Avalon Healthcare settled with state regulators after its 2019 email hack due to failing to timely repo… https://t.co/b2NRctCXiE
320,QuiteABitcoin,2023-01-06 06:08:04+00:00,Blaming #bitcoin for #ransomware attacks is like #blaming the #dollar when a #bank is #robbed.
321,BOOTSTRAP PARADOX,2023-01-06 06:08:00+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/9D7oov8Gw6"
322,BOOTSTRAP PARADOX,2023-01-06 06:07:29+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/SmTY1IXKav"
323,MATTHACKS📵,2023-01-06 06:07:23+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/crNWzMlQ42"
324,Jerric Hack,2023-01-06 06:07:22+00:00,"Instant Inbox for all lost or suspended account recovery services,
 Inbox Now let's get it done.
 #hacked #icloud… https://t.co/yCmiZwRHFx"
325,Ami Rojkes Dombe,2023-01-06 06:06:32+00:00,Hacker Selling Data Allegedly Stolen From Volvo Cars Following Ransomware Attack | https://t.co/mStSMf8ZSG https://t.co/ksMA33Ezzo
326,HackWithCyberFiend🌍🖥️📡,2023-01-06 06:05:20+00:00,"Inbox Us, if you need our Hacking Services.
We are Available 24/7
Inbox and Smile Again
#Hacked #facebookdown… https://t.co/t4knkieSQP"
327,CORE.TEC,2023-01-06 06:05:03+00:00,"We have helped many people recover lost/hacked accounts, wallets, etc.
If you need our hacking services, please inb… https://t.co/qcqOEr23wO"
328,Jerric Hack,2023-01-06 06:04:27+00:00,"Instant Inbox for all lost or suspended account recovery services,
 Inbox Now let's get it done.
 #hacked #icloud… https://t.co/4kvUcdRWU3"
329,SC Media,2023-01-06 06:04:00+00:00,"Avalon Healthcare settled with state regulators after its 2019 email hack due to failing to timely report, while Sc… https://t.co/UxTi99GoaC"
330,Jerric Hack,2023-01-06 06:03:55+00:00,"Instant Inbox for all lost or suspended account recovery services,
 Inbox Now let's get it done.
 #hacked #icloud… https://t.co/qOFujw9ww6"
331,Smartcodetech,2023-01-06 06:03:49+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service!!
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/1sV8ELB1By"
332,HackWithCyberFiend🌍🖥️📡,2023-01-06 06:03:05+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/9BQVLyp5K9"
333,HackWithCyberFiend🌍🖥️📡,2023-01-06 06:02:41+00:00,"Inbox now for all account recovery services,Lost or suspended,
Inbox now let's get it done.
#hacked #icloud… https://t.co/hKDlGL1adm"
334,Smartcodetech,2023-01-06 06:02:38+00:00,"Is mandatory password expiration helping or hurting your password security?
#DataSecurity #Privacy
#100DaysOfCode… https://t.co/zGwHuRC6Ud"
335,Jerric Hack,2023-01-06 06:02:02+00:00,"Do you have a dedicated hacking job?
 DM and ask for my services.
 #hacked #icloud #facebookdown #imessage… https://t.co/OqLSmLfKZh"
336,Hackathon Technology 💻,2023-01-06 06:02:01+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/14EnrvKbEc"
337,CindyHacks👨🏻‍💻,2023-01-06 06:01:50+00:00,"Inbox now for all account recovery services,Lost or suspended,
Inbox now let's get it done.;
#hacked #icloud… https://t.co/UKqo4otejX"
338,"National Cyber Security Ventures, Corp.",2023-01-06 06:01:42+00:00,Hackers Leverage Compromised Fortinet Devices to Distribute Ransomware | #hacking | #cybersecurity | #infosec |… https://t.co/1j0WqHf8fE
339,Olivier Miossec | Azure MVP,2023-01-06 06:01:13+00:00,Unraveling the techniques of Mac #ransomware https://t.co/DuqfTwIjqZ
340,Kevin L. Jackson,2023-01-06 06:00:32+00:00,"Remote work is permanent, but it increases the risk of ransomware attacks for businesses with hybrid workforces. Th… https://t.co/rZs76sgQgO"
341,TracyXyberHack🌍🖥️📡,2023-01-06 05:59:37+00:00,"Lost Email, Instagram and Twitter?
DM for quick recovery.
Available 24/7.
#gmailhack
#gmaildown #hacked #Hacking… https://t.co/h88FwdxsTP"
342,TracyXyberHack🌍🖥️📡,2023-01-06 05:59:19+00:00,Hacking attempts on your device? DM now for risk free security solutions. #hacked #icloud #facebookdown #imessage… https://t.co/v4XqjbNn2w
343,CORE.TEC,2023-01-06 05:59:05+00:00,"Inbox now for help and guidance on how to recover a lost account.
#hacked #icloud #facebookdown #imessage… https://t.co/TnFwZyKsrH"
344,CORE.TEC,2023-01-06 05:58:52+00:00,"Do you have a dedicated hacking job?
DM and request my services.
#hacked #icloud #facebookdown #imessage… https://t.co/gMpfzkkXjm"
345,MAC~HACKS,2023-01-06 05:58:45+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/DXPmYIQZD0"
346,HackWithCyberFiend🌍🖥️📡,2023-01-06 05:57:40+00:00,"Offering the best recovery services.
All social media accounts hacking, Infiltration,and recovery.
#hackedinstagram… https://t.co/Zv1cWXjaI2"
347,Smartcodetech,2023-01-06 05:56:56+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service!!
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/ZmEMlDA72O"
348,Smartcodetech,2023-01-06 05:56:29+00:00,"strange ways emproyees can (accidently) expose data  
#DataSecurity #Privacy
#100DaysOfCode #CloudSecurity… https://t.co/I4LbGgswTP"
349,Smartcodetech,2023-01-06 05:56:02+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/VnXAb51UN9"
350,HackWithCyberFiend🌍🖥️📡,2023-01-06 05:54:46+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/Q0dVnAfYuu"
351,CindyHacks👨🏻‍💻,2023-01-06 05:52:14+00:00,"You lost your account?
A good hacker is all you need.
DM now….
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/sU8wh4TxRn"
352,AlbertHacks,2023-01-06 05:52:11+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/ZpL1EBs2sO"
353,CindyHacks👨🏻‍💻,2023-01-06 05:52:05+00:00,"Offering the best recovery services.
All social media accounts hacking, Infiltration and recovery..… https://t.co/3ENry34jQl"
354,CindyHacks👨🏻‍💻,2023-01-06 05:51:44+00:00,"Have exclusive Hacking jobs?
DM and Ask for my servic
#hacked #icloud #facebookdown #imessage #ransomware #snapchat… https://t.co/YwftNCk0FP"
355,Smartcodetech,2023-01-06 05:51:39+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/xouqfPxSx7"
356,Smartcodetech,2023-01-06 05:51:27+00:00,"Is there any Hacking attempts on your device?
DM now for risk free security solutions.
#hacked #icloud… https://t.co/2uNgZfsp37"
357,CindyHacks👨🏻‍💻,2023-01-06 05:51:21+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service…
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/wGTAKS3RgU"
358,Dropsuite,2023-01-06 05:51:08+00:00,"If you need a reason to improve your #cybersecurity posture this year, take a look at these statistics from 2022 (a… https://t.co/vB1DrjAy5j"
359,Dawood Sajjadi #OpIran,2023-01-06 05:50:59+00:00,"Another hit by #Lockbit gang in 2022.

US #rail and locomotive company #Wabtec has confirmed a ransomware attack at… https://t.co/61UNZHJg4m"
360,Smartcodetech,2023-01-06 05:50:11+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service!!
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/GOA98yIE2A"
361,Smartcodetech,2023-01-06 05:48:10+00:00,"Is mandatory password expiration helping or hurting your password security?
#DataSecurity #Privacy
#100DaysOfCode… https://t.co/VMlC7f1Smd"
362,FalconFeedsio,2023-01-06 05:46:47+00:00,"Previously, AT&amp;T was victim of Everest #Ransomware gang."
363,Patrick C Miller is on Mastodon,2023-01-06 05:45:00+00:00,Wabtec Says Personal Information Compromised in Ransomware Attack https://t.co/lmwnVyZk8R
364,Smartcodetech,2023-01-06 05:44:40+00:00,"Wondering how to #Recover, #hacked, retrieve, or protect any accounts or wallets DM now
#CyberSecurity #hacker… https://t.co/ZbmFVXu3Ip"
365,Cryptocurrency news,2023-01-06 05:44:31+00:00,"A hospital in Romania was attacked by ransomware, the attackers demanded payment in cryptocurrency to decrypt its d… https://t.co/ao1LaktAdd"
366,Smartcodetech,2023-01-06 05:43:52+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/yD0DraExLW"
367,Smartcodetech,2023-01-06 05:43:39+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown
#imessage #ransomware… https://t.co/wJABC8V246"
368,"National Cyber Security Ventures, Corp.",2023-01-06 05:43:27+00:00,The tech ecosystem has ‘become really unsafe’ | #hacking | #cybersecurity | #infosec | #comptia | #pentest | … https://t.co/ii3Kl2JyE1
369,Smartcodetech,2023-01-06 05:43:27+00:00,"Offering the best recovery services.
And media accounts hacking, Infiltration,
and recovery.
#hackedinstagram… https://t.co/2BV6utJHSv"
370,Allaboutclait,2023-01-06 05:42:48+00:00,Bitdefender releases free MegaCortex ransomware decryptor https://t.co/WNmHCk9tTR #infosec #ransomware
371,BOOTSTRAP PARADOX,2023-01-06 05:42:33+00:00,"Inbox now for help and guide on how to recover lost accounts.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/sMIpEGMemW"
372,CindyHacks👨🏻‍💻,2023-01-06 05:42:29+00:00,"Recover locked/lost accounts with ease,…
DM for all account retrievals.
#gmailhack #gmaildown #hacked #Hacking… https://t.co/9xcu4mbQBx"
373,CindyHacks👨🏻‍💻,2023-01-06 05:41:49+00:00,"Offering the best recovery services.
All social media accounts hacking, Infiltration, and recovery
#hackedinstagram… https://t.co/AJiSbU7WFo"
374,Smartcodetech,2023-01-06 05:41:14+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/MvcD7jDxS0"
375,Smartcodetech,2023-01-06 05:41:01+00:00,"Offering the best recovery services.
And media accounts hacking, Infiltration, and recovery.
#hackedinstagram… https://t.co/v42wDmgtmy"
376,Allaboutclait,2023-01-06 05:40:30+00:00,Rackspace: Customer email data accessed in ransomware attack https://t.co/80AVLb4X4T #infosec
377,Allaboutclait,2023-01-06 05:40:25+00:00,Rackspace: Customer email data accessed in ransomware attack https://t.co/80AVLb5uUr #infosec
378,Smartcodetech,2023-01-06 05:39:41+00:00,"l'm always available 24/7
#hacked #icloud #imessage #facebookdown #ransomware #snapchat #discord #havking… https://t.co/6n94K0o4Dj"
379,Allaboutclait,2023-01-06 05:39:25+00:00,Rackspace blames ransomware woes on zero-day attack https://t.co/pnk9zAMzaz #infosec
380,Smartcodetech,2023-01-06 05:39:16+00:00,Dm for easy way to recover your lost logging details #email #passcode #walletphrase #recoveryphrase #facebook… https://t.co/DJhdxyY8bo
381,CindyHacks👨🏻‍💻,2023-01-06 05:38:56+00:00,"Recover locked/lost accounts with ease,
DM for all account retrievals.
#gmailhack #gmaildown #hacked #Hacking… https://t.co/DmYeYSxZNQ"
382,TAB,2023-01-06 05:38:37+00:00,im having one hell of a time  on a day my stones are killing me.     stay safe check your emails for ransomware notifications
383,Smartcodetech,2023-01-06 05:36:25+00:00,"Have exclusive Hacking jobs?
DM and Ask for my service.
#hacked #icloud #facebookdown #imessage #ransomware… https://t.co/OHq4HX6xGC"
384,TAB,2023-01-06 05:35:39+00:00,there's either going to be a ransomware attack   or they caught microsoft
385,Grepnetics,2023-01-06 05:32:41+00:00,"Is mandatory password expiration helping or hurting your password security?
#DataSecurity #Privacy
#100DaysOfCode… https://t.co/QYfd0x7K1E"
